,Kline open time,Open price,High price,Low price,Close price,Volume
0,2023-02-25 00:00:00,23213.62000000,23239.25000000,23062.30000000,23102.59000000,9117.39502000
1,2023-02-25 01:00:00,23103.97000000,23171.18000000,22974.30000000,23119.86000000,8932.34811000
2,2023-02-25 02:00:00,23119.86000000,23209.42000000,23030.00000000,23185.29000000,7237.46652000
3,2023-02-25 03:00:00,23184.04000000,23203.93000000,23108.77000000,23165.61000000,7550.43072000
4,2023-02-25 04:00:00,23165.61000000,23207.71000000,23132.96000000,23182.56000000,5200.82092000
5,2023-02-25 05:00:00,23182.56000000,23219.13000000,23050.00000000,23085.01000000,8295.95935000
6,2023-02-25 06:00:00,23085.01000000,23128.04000000,23045.33000000,23077.64000000,5663.92108000
7,2023-02-25 07:00:00,23077.12000000,23129.65000000,23055.02000000,23127.22000000,5954.64940000
8,2023-02-25 08:00:00,23127.73000000,23129.10000000,23023.23000000,23040.57000000,7852.03931000
9,2023-02-25 09:00:00,23040.57000000,23106.35000000,23038.34000000,23088.60000000,5117.84008000
10,2023-02-25 10:00:00,23089.06000000,23123.70000000,23069.03000000,23117.16000000,5883.54174000
11,2023-02-25 11:00:00,23117.10000000,23158.16000000,23096.99000000,23100.98000000,6641.01180000
12,2023-02-25 12:00:00,23101.27000000,23122.93000000,23000.00000000,23059.24000000,9709.43751000
13,2023-02-25 13:00:00,23059.24000000,23066.59000000,22925.22000000,22931.05000000,9819.98539000
14,2023-02-25 14:00:00,22931.05000000,23014.92000000,22906.50000000,22983.85000000,9336.30938000
15,2023-02-25 15:00:00,22983.85000000,23021.36000000,22858.35000000,23018.34000000,12059.33362000
16,2023-02-25 16:00:00,23017.47000000,23086.00000000,22990.33000000,23004.12000000,8502.57336000
17,2023-02-25 17:00:00,23003.34000000,23049.00000000,22976.29000000,23001.87000000,6922.17007000
18,2023-02-25 18:00:00,23001.87000000,23033.44000000,22970.17000000,23006.18000000,5878.98993000
19,2023-02-25 19:00:00,23006.18000000,23086.29000000,22995.04000000,23012.55000000,8810.57242000
20,2023-02-25 20:00:00,23012.95000000,23052.29000000,23002.48000000,23042.52000000,5784.38417000
21,2023-02-25 21:00:00,23042.05000000,23051.31000000,22969.31000000,22979.30000000,8262.51610000
22,2023-02-25 22:00:00,22979.30000000,23017.11000000,22912.10000000,22983.05000000,9127.43252000
23,2023-02-25 23:00:00,22983.78000000,22999.35000000,22722.00000000,22922.58000000,13157.97436000
24,2023-02-26 00:00:00,22923.32000000,22961.95000000,22847.15000000,22934.42000000,8826.86618000
25,2023-02-26 01:00:00,22933.68000000,23172.00000000,22901.88000000,23118.73000000,9438.77096000
26,2023-02-26 02:00:00,23117.99000000,23185.99000000,23094.80000000,23157.07000000,7514.27973000
27,2023-02-26 03:00:00,23157.07000000,23166.91000000,23080.09000000,23097.97000000,5757.94610000
28,2023-02-26 04:00:00,23097.25000000,23126.88000000,23068.51000000,23112.70000000,4418.31433000
29,2023-02-26 05:00:00,23112.70000000,23249.99000000,23059.18000000,23236.01000000,7998.89454000
30,2023-02-26 06:00:00,23237.29000000,23250.00000000,23184.10000000,23214.53000000,7368.87100000
31,2023-02-26 07:00:00,23214.53000000,23227.17000000,23152.35000000,23189.27000000,5521.98472000
32,2023-02-26 08:00:00,23189.59000000,23202.00000000,23125.00000000,23127.06000000,5114.20004000
33,2023-02-26 09:00:00,23126.44000000,23171.00000000,23090.00000000,23167.40000000,6005.63459000
34,2023-02-26 10:00:00,23167.72000000,23209.96000000,23138.40000000,23154.57000000,5949.77547000
35,2023-02-26 11:00:00,23154.57000000,23175.36000000,23112.35000000,23151.95000000,5332.56927000
36,2023-02-26 12:00:00,23152.39000000,23293.97000000,23150.33000000,23279.50000000,10321.21639000
37,2023-02-26 13:00:00,23278.19000000,23282.25000000,23207.19000000,23236.81000000,6026.86510000
38,2023-02-26 14:00:00,23236.91000000,23260.00000000,23200.03000000,23253.44000000,6205.42512000
39,2023-02-26 15:00:00,23253.44000000,23280.84000000,23126.47000000,23161.99000000,9892.38047000
40,2023-02-26 16:00:00,23162.46000000,23219.31000000,23137.00000000,23214.15000000,6263.42747000
41,2023-02-26 17:00:00,23213.15000000,23331.26000000,23180.02000000,23193.65000000,12352.14292000
42,2023-02-26 18:00:00,23194.36000000,23250.00000000,23175.42000000,23247.23000000,7030.41686000
43,2023-02-26 19:00:00,23247.96000000,23256.65000000,23164.04000000,23184.92000000,5966.16209000
44,2023-02-26 20:00:00,23184.92000000,23244.60000000,23137.00000000,23239.54000000,5899.16759000
45,2023-02-26 21:00:00,23239.54000000,23539.94000000,23221.82000000,23486.43000000,17210.95785000
46,2023-02-26 22:00:00,23487.30000000,23544.93000000,23366.87000000,23499.33000000,13147.15631000
47,2023-02-26 23:00:00,23499.33000000,23689.99000000,23461.89000000,23639.68000000,15255.14388000
48,2023-02-27 00:00:00,23639.68000000,23653.00000000,23550.75000000,23560.60000000,8266.59838000
49,2023-02-27 01:00:00,23560.61000000,23595.76000000,23323.42000000,23476.41000000,12914.25593000
50,2023-02-27 02:00:00,23477.14000000,23637.88000000,23455.00000000,23554.85000000,12104.22981000
51,2023-02-27 03:00:00,23554.85000000,23567.69000000,23451.66000000,23492.64000000,7993.69860000
52,2023-02-27 04:00:00,23492.15000000,23563.00000000,23432.76000000,23552.76000000,7112.75383000
53,2023-02-27 05:00:00,23553.52000000,23644.65000000,23522.72000000,23558.64000000,7388.93825000
54,2023-02-27 06:00:00,23558.64000000,23642.00000000,23540.74000000,23551.62000000,8297.11995000
55,2023-02-27 07:00:00,23551.99000000,23561.34000000,23463.47000000,23491.46000000,7628.19288000
56,2023-02-27 08:00:00,23490.81000000,23509.94000000,23346.16000000,23391.52000000,9923.43017000
57,2023-02-27 09:00:00,23391.13000000,23435.93000000,23370.34000000,23405.39000000,6582.17285000
58,2023-02-27 10:00:00,23405.82000000,23456.85000000,23401.55000000,23423.31000000,6150.15472000
59,2023-02-27 11:00:00,23423.88000000,23455.31000000,23340.00000000,23358.91000000,9430.35631000
60,2023-02-27 12:00:00,23359.32000000,23439.76000000,23332.65000000,23389.37000000,7028.65862000
61,2023-02-27 13:00:00,23388.94000000,23420.00000000,23348.74000000,23378.79000000,6089.32626000
62,2023-02-27 14:00:00,23378.79000000,23448.43000000,23369.36000000,23428.87000000,5947.51276000
63,2023-02-27 15:00:00,23428.87000000,23440.94000000,23379.25000000,23403.18000000,6925.01687000
64,2023-02-27 16:00:00,23403.18000000,23800.45000000,23397.35000000,23703.01000000,25039.87095000
65,2023-02-27 17:00:00,23704.29000000,23862.29000000,23675.50000000,23803.46000000,22864.22692000
66,2023-02-27 18:00:00,23803.46000000,23897.99000000,23465.10000000,23559.40000000,28786.91218000
67,2023-02-27 19:00:00,23557.66000000,23618.30000000,23159.33000000,23391.49000000,29121.51151000
68,2023-02-27 20:00:00,23391.55000000,23425.00000000,23266.66000000,23334.40000000,13278.02322000
69,2023-02-27 21:00:00,23333.49000000,23370.00000000,23150.00000000,23288.77000000,16374.33712000
70,2023-02-27 22:00:00,23288.55000000,23360.00000000,23218.56000000,23276.35000000,12682.72730000
71,2023-02-27 23:00:00,23276.34000000,23329.83000000,23106.77000000,23321.37000000,14992.86572000
72,2023-02-28 00:00:00,23320.38000000,23397.34000000,23294.47000000,23381.38000000,7859.07628000
73,2023-02-28 01:00:00,23381.38000000,23557.79000000,23361.07000000,23482.13000000,8556.59800000
74,2023-02-28 02:00:00,23481.28000000,23582.98000000,23448.20000000,23492.09000000,7652.60463000
75,2023-02-28 03:00:00,23492.09000000,23549.99000000,23409.79000000,23420.55000000,8213.50429000
76,2023-02-28 04:00:00,23420.55000000,23460.01000000,23349.57000000,23433.16000000,6764.46987000
77,2023-02-28 05:00:00,23433.16000000,23475.73000000,23386.79000000,23441.76000000,5375.65079000
78,2023-02-28 06:00:00,23441.76000000,23526.00000000,23436.12000000,23467.52000000,5543.48447000
79,2023-02-28 07:00:00,23467.01000000,23470.44000000,23386.31000000,23415.00000000,6494.24434000
80,2023-02-28 08:00:00,23414.64000000,23447.76000000,23364.01000000,23378.45000000,5809.14462000
81,2023-02-28 09:00:00,23377.69000000,23414.34000000,23362.25000000,23392.30000000,5199.44704000
82,2023-02-28 10:00:00,23391.69000000,23397.58000000,23212.80000000,23236.68000000,11630.46610000
83,2023-02-28 11:00:00,23235.63000000,23302.94000000,23200.00000000,23264.21000000,9632.76893000
84,2023-02-28 12:00:00,23263.30000000,23321.76000000,23244.21000000,23267.79000000,6848.87325000
85,2023-02-28 13:00:00,23268.43000000,23391.03000000,23253.50000000,23363.90000000,8325.65430000
86,2023-02-28 14:00:00,23363.90000000,23421.98000000,23335.47000000,23392.69000000,8271.20474000
87,2023-02-28 15:00:00,23391.96000000,23506.11000000,23385.29000000,23454.54000000,11972.91998000
88,2023-02-28 16:00:00,23454.01000000,23487.78000000,23368.79000000,23403.17000000,11459.31902000
89,2023-02-28 17:00:00,23403.17000000,23579.12000000,23315.42000000,23425.94000000,22722.18937000
90,2023-02-28 18:00:00,23425.19000000,23546.32000000,23403.45000000,23518.30000000,22232.18293000
91,2023-02-28 19:00:00,23519.08000000,23600.00000000,23426.47000000,23456.05000000,15181.60413000
92,2023-02-28 20:00:00,23456.05000000,23558.34000000,23447.50000000,23526.54000000,10063.01586000
93,2023-02-28 21:00:00,23525.90000000,23550.00000000,23436.88000000,23481.63000000,10634.98137000
94,2023-02-28 22:00:00,23481.63000000,23492.84000000,23205.06000000,23264.36000000,18237.24695000
95,2023-02-28 23:00:00,23263.38000000,23343.55000000,23166.35000000,23272.05000000,15233.07563000
96,2023-03-01 00:00:00,23270.59000000,23277.98000000,23020.97000000,23139.89000000,19752.93941000
97,2023-03-01 01:00:00,23138.89000000,23240.82000000,23094.69000000,23161.38000000,9845.54159000
98,2023-03-01 02:00:00,23160.47000000,23199.96000000,23098.35000000,23141.57000000,8697.06996000
99,2023-03-01 03:00:00,23141.57000000,23219.99000000,23020.03000000,23101.00000000,12736.94918000
100,2023-03-01 04:00:00,23101.00000000,23296.94000000,23075.14000000,23245.96000000,11574.17720000
101,2023-03-01 05:00:00,23245.96000000,23336.46000000,23234.20000000,23331.21000000,7905.82139000
102,2023-03-01 06:00:00,23332.57000000,23498.00000000,23305.97000000,23441.14000000,14946.69431000
103,2023-03-01 07:00:00,23440.37000000,23847.00000000,23425.44000000,23794.48000000,15445.26401000
104,2023-03-01 08:00:00,23794.48000000,23821.56000000,23631.97000000,23694.17000000,12473.00946000
105,2023-03-01 09:00:00,23695.14000000,23803.39000000,23666.00000000,23752.75000000,11365.96869000
106,2023-03-01 10:00:00,23752.75000000,23762.22000000,23681.00000000,23716.06000000,10152.89081000
107,2023-03-01 11:00:00,23716.06000000,24000.00000000,23681.81000000,23867.78000000,15049.10338000
108,2023-03-01 12:00:00,23869.01000000,23907.68000000,23725.07000000,23756.14000000,13185.74931000
109,2023-03-01 13:00:00,23755.74000000,23787.46000000,23673.44000000,23777.62000000,9259.78151000
110,2023-03-01 14:00:00,23777.62000000,23788.40000000,23700.00000000,23739.17000000,8099.11946000
111,2023-03-01 15:00:00,23739.87000000,23820.51000000,23701.09000000,23722.60000000,9882.62622000
112,2023-03-01 16:00:00,23722.60000000,23735.17000000,23616.45000000,23689.45000000,12613.43277000
113,2023-03-01 17:00:00,23689.97000000,23888.00000000,23570.00000000,23679.86000000,23100.28180000
114,2023-03-01 18:00:00,23679.86000000,23770.00000000,23550.80000000,23711.09000000,25931.50196000
115,2023-03-01 19:00:00,23711.09000000,23746.24000000,23555.06000000,23691.90000000,20056.88622000
116,2023-03-01 20:00:00,23692.54000000,23744.68000000,23669.30000000,23704.68000000,11849.32755000
117,2023-03-01 21:00:00,23704.68000000,23724.82000000,23646.73000000,23690.88000000,9019.93201000
118,2023-03-01 22:00:00,23690.88000000,23695.57000000,23328.16000000,23355.14000000,18614.35177000
119,2023-03-01 23:00:00,23354.03000000,23471.62000000,23300.00000000,23421.23000000,15139.12216000
120,2023-03-02 00:00:00,23421.23000000,23593.32000000,23368.41000000,23553.73000000,10927.13943000
121,2023-03-02 01:00:00,23553.94000000,23579.52000000,23440.39000000,23531.94000000,7214.32670000
122,2023-03-02 02:00:00,23531.41000000,23674.60000000,23501.20000000,23628.97000000,8743.96007000
123,2023-03-02 03:00:00,23629.76000000,23796.93000000,23595.11000000,23606.95000000,12203.50378000
124,2023-03-02 04:00:00,23606.31000000,23635.87000000,23445.63000000,23513.50000000,11886.61896000
125,2023-03-02 05:00:00,23514.29000000,23543.63000000,23448.92000000,23494.47000000,7889.41687000
126,2023-03-02 06:00:00,23494.47000000,23513.49000000,23423.17000000,23494.29000000,6939.12130000
127,2023-03-02 07:00:00,23494.29000000,23546.82000000,23469.43000000,23536.33000000,4693.64663000
128,2023-03-02 08:00:00,23536.34000000,23544.76000000,23410.65000000,23445.71000000,6316.91756000
129,2023-03-02 09:00:00,23445.48000000,23474.35000000,23374.46000000,23437.86000000,8081.01585000
130,2023-03-02 10:00:00,23437.86000000,23448.08000000,23335.41000000,23391.87000000,8862.36324000
131,2023-03-02 11:00:00,23391.87000000,23466.68000000,23347.76000000,23443.67000000,9464.04322000
132,2023-03-02 12:00:00,23443.67000000,23468.50000000,23386.45000000,23400.39000000,6826.56119000
133,2023-03-02 13:00:00,23399.85000000,23419.66000000,23337.37000000,23375.64000000,8741.26195000
