,Kline open time,Open price,High price,Low price,Close price,Volume
134,2023-03-02 14:00:00,23375.22000000,23429.83000000,23359.24000000,23414.73000000,6999.04416000
135,2023-03-02 15:00:00,23414.73000000,23434.26000000,23319.00000000,23355.54000000,10609.32723000
136,2023-03-02 16:00:00,23354.61000000,23412.00000000,23236.00000000,23308.95000000,17949.99508000
137,2023-03-02 17:00:00,23309.98000000,23349.21000000,23195.90000000,23305.46000000,19651.20803000
138,2023-03-02 18:00:00,23305.46000000,23383.83000000,23274.08000000,23361.11000000,15400.28680000
139,2023-03-02 19:00:00,23361.10000000,23387.84000000,23250.24000000,23279.98000000,11198.50222000
140,2023-03-02 20:00:00,23279.45000000,23319.36000000,23231.29000000,23268.91000000,9066.42684000
141,2023-03-02 21:00:00,23269.02000000,23458.94000000,23254.31000000,23441.14000000,12172.80560000
142,2023-03-02 22:00:00,23441.14000000,23507.97000000,23388.76000000,23463.99000000,14125.24813000
143,2023-03-02 23:00:00,23463.40000000,23567.52000000,23425.09000000,23467.06000000,12613.16616000
144,2023-03-03 00:00:00,23467.64000000,23474.09000000,23386.44000000,23408.65000000,6454.34131000
145,2023-03-03 01:00:00,23409.47000000,23557.01000000,23408.65000000,23460.97000000,6018.14551000
146,2023-03-03 02:00:00,23460.27000000,23504.01000000,23429.32000000,23465.32000000,5152.48457000
147,2023-03-03 03:00:00,23465.32000000,23476.95000000,23398.85000000,23418.50000000,5032.12995000
148,2023-03-03 04:00:00,23417.58000000,23425.70000000,21971.13000000,22150.31000000,58703.56909000
149,2023-03-03 05:00:00,22150.31000000,22454.94000000,22099.18000000,22348.57000000,27017.16031000
150,2023-03-03 06:00:00,22347.51000000,22400.87000000,22276.90000000,22319.69000000,14249.44828000
151,2023-03-03 07:00:00,22319.69000000,22393.33000000,22251.08000000,22376.50000000,10661.47999000
152,2023-03-03 08:00:00,22376.46000000,22411.36000000,22329.14000000,22341.80000000,9261.94983000
153,2023-03-03 09:00:00,22341.80000000,22402.25000000,22325.81000000,22378.73000000,9627.66386000
154,2023-03-03 10:00:00,22379.01000000,22404.70000000,22332.03000000,22360.78000000,9973.58999000
155,2023-03-03 11:00:00,22360.78000000,22453.88000000,22354.36000000,22430.33000000,10403.79747000
156,2023-03-03 12:00:00,22430.33000000,22479.97000000,22346.84000000,22368.54000000,9762.17569000
157,2023-03-03 13:00:00,22368.54000000,22393.65000000,22339.26000000,22351.43000000,6371.83274000
158,2023-03-03 14:00:00,22352.09000000,22367.53000000,22300.14000000,22342.92000000,7581.26516000
159,2023-03-03 15:00:00,22343.06000000,22370.00000000,22323.16000000,22354.00000000,8263.56857000
160,2023-03-03 16:00:00,22353.46000000,22428.34000000,22172.65000000,22402.80000000,17076.83237000
161,2023-03-03 17:00:00,22402.79000000,22498.99000000,22361.02000000,22376.00000000,18666.58650000
162,2023-03-03 18:00:00,22377.34000000,22417.48000000,22228.99000000,22336.33000000,19801.36428000
163,2023-03-03 19:00:00,22335.84000000,22382.14000000,22322.00000000,22374.15000000,9549.69645000
164,2023-03-03 20:00:00,22375.36000000,22448.25000000,22366.26000000,22413.17000000,10207.73624000
165,2023-03-03 21:00:00,22413.38000000,22422.91000000,22229.25000000,22313.20000000,14044.11611000
166,2023-03-03 22:00:00,22313.20000000,22397.76000000,22289.84000000,22358.48000000,8452.36394000
167,2023-03-03 23:00:00,22357.83000000,22378.22000000,22274.00000000,22308.16000000,8238.69603000
168,2023-03-04 00:00:00,22307.08000000,22316.15000000,22147.00000000,22239.92000000,14773.22101000
169,2023-03-04 01:00:00,22239.92000000,22338.75000000,22224.68000000,22320.99000000,5433.81752000
170,2023-03-04 02:00:00,22320.99000000,22377.26000000,22313.17000000,22354.34000000,6800.13647000
171,2023-03-04 03:00:00,22354.34000000,22392.17000000,22330.01000000,22368.49000000,5359.40241000
172,2023-03-04 04:00:00,22369.11000000,22392.11000000,22336.00000000,22342.01000000,4859.54160000
173,2023-03-04 05:00:00,22342.39000000,22359.39000000,22333.78000000,22339.87000000,2961.25760000
174,2023-03-04 06:00:00,22339.87000000,22354.55000000,22323.05000000,22346.66000000,3912.61644000
175,2023-03-04 07:00:00,22346.65000000,22368.00000000,22325.90000000,22343.94000000,4423.52645000
176,2023-03-04 08:00:00,22343.94000000,22344.88000000,22269.94000000,22328.18000000,5575.87165000
177,2023-03-04 09:00:00,22328.18000000,22410.00000000,22313.21000000,22364.69000000,6772.60746000
178,2023-03-04 10:00:00,22364.69000000,22378.23000000,22351.00000000,22359.09000000,3936.88885000
179,2023-03-04 11:00:00,22359.44000000,22363.68000000,22331.78000000,22341.21000000,4199.25017000
180,2023-03-04 12:00:00,22341.55000000,22376.97000000,22339.51000000,22350.97000000,3587.04286000
181,2023-03-04 13:00:00,22350.72000000,22357.68000000,22322.30000000,22332.76000000,4403.12693000
182,2023-03-04 14:00:00,22332.84000000,22358.30000000,22331.89000000,22349.46000000,3421.02678000
183,2023-03-04 15:00:00,22349.46000000,22398.00000000,22338.84000000,22385.31000000,5043.61663000
184,2023-03-04 16:00:00,22385.31000000,22388.22000000,22355.37000000,22355.80000000,4202.97939000
185,2023-03-04 17:00:00,22355.80000000,22368.00000000,22331.13000000,22342.79000000,4918.68309000
186,2023-03-04 18:00:00,22343.18000000,22352.48000000,22307.98000000,22317.87000000,5082.71880000
187,2023-03-04 19:00:00,22317.38000000,22347.93000000,22293.05000000,22324.86000000,5340.06662000
188,2023-03-04 20:00:00,22324.90000000,22333.97000000,22301.85000000,22307.12000000,3412.49485000
189,2023-03-04 21:00:00,22306.85000000,22332.00000000,22245.43000000,22320.97000000,4645.85724000
190,2023-03-04 22:00:00,22320.66000000,22326.20000000,22227.20000000,22250.78000000,5085.56443000
191,2023-03-04 23:00:00,22250.67000000,22265.00000000,22184.00000000,22250.34000000,8543.67924000
192,2023-03-05 00:00:00,22250.33000000,22251.61000000,22157.08000000,22213.65000000,9870.41959000
193,2023-03-05 01:00:00,22213.65000000,22359.00000000,22202.00000000,22305.98000000,7313.93543000
194,2023-03-05 02:00:00,22306.45000000,22353.20000000,22290.78000000,22346.57000000,4385.20681000
195,2023-03-05 03:00:00,22346.57000000,22389.32000000,22313.41000000,22379.25000000,5458.32443000
196,2023-03-05 04:00:00,22379.83000000,22662.09000000,22348.00000000,22591.68000000,19036.63222000
197,2023-03-05 05:00:00,22591.14000000,22612.84000000,22189.22000000,22360.82000000,16198.56489000
198,2023-03-05 06:00:00,22360.82000000,22441.05000000,22356.50000000,22387.02000000,7129.15803000
199,2023-03-05 07:00:00,22387.02000000,22470.93000000,22378.18000000,22440.73000000,6705.11842000
200,2023-03-05 08:00:00,22440.73000000,22446.56000000,22391.18000000,22418.99000000,3884.50230000
201,2023-03-05 09:00:00,22419.32000000,22427.00000000,22401.54000000,22415.73000000,3596.06691000
202,2023-03-05 10:00:00,22415.76000000,22421.21000000,22365.26000000,22375.70000000,5114.22735000
203,2023-03-05 11:00:00,22375.70000000,22399.45000000,22328.00000000,22342.71000000,5206.97415000
204,2023-03-05 12:00:00,22342.09000000,22398.28000000,22316.63000000,22368.47000000,5240.48890000
205,2023-03-05 13:00:00,22369.14000000,22448.80000000,22363.27000000,22410.83000000,5446.74669000
206,2023-03-05 14:00:00,22410.83000000,22422.54000000,22381.00000000,22389.77000000,4195.79843000
207,2023-03-05 15:00:00,22390.12000000,22444.00000000,22388.57000000,22420.34000000,4665.11241000
208,2023-03-05 16:00:00,22419.89000000,22494.96000000,22418.02000000,22465.77000000,7748.08011000
209,2023-03-05 17:00:00,22465.77000000,22478.87000000,22417.01000000,22432.46000000,5437.93651000
210,2023-03-05 18:00:00,22431.75000000,22470.70000000,22421.50000000,22436.18000000,4576.90893000
211,2023-03-05 19:00:00,22436.70000000,22460.07000000,22421.28000000,22442.92000000,4436.70450000
212,2023-03-05 20:00:00,22442.92000000,22455.00000000,22419.82000000,22427.47000000,3280.75121000
213,2023-03-05 21:00:00,22427.47000000,22449.51000000,22422.02000000,22429.26000000,3058.34398000
214,2023-03-05 22:00:00,22428.98000000,22450.00000000,22374.60000000,22403.45000000,5493.79210000
215,2023-03-05 23:00:00,22403.45000000,22425.00000000,22395.80000000,22409.05000000,3495.35861000
216,2023-03-06 00:00:00,22408.58000000,22560.00000000,22331.00000000,22483.46000000,11941.94716000
217,2023-03-06 01:00:00,22483.46000000,22486.86000000,22380.00000000,22433.00000000,5630.39284000
218,2023-03-06 02:00:00,22432.48000000,22462.22000000,22361.75000000,22430.24000000,7863.82678000
219,2023-03-06 03:00:00,22430.24000000,22470.08000000,22361.43000000,22446.48000000,6995.28350000
220,2023-03-06 04:00:00,22446.48000000,22508.00000000,22322.34000000,22379.24000000,13476.08464000
221,2023-03-06 05:00:00,22378.49000000,22405.94000000,22258.00000000,22391.58000000,13345.40628000
222,2023-03-06 06:00:00,22391.12000000,22417.29000000,22368.35000000,22387.19000000,4454.02779000
223,2023-03-06 07:00:00,22387.19000000,22399.60000000,22334.06000000,22342.63000000,5464.70816000
224,2023-03-06 08:00:00,22342.63000000,22372.32000000,22313.94000000,22370.18000000,5278.67525000
225,2023-03-06 09:00:00,22369.79000000,22436.00000000,22364.80000000,22405.93000000,4976.03351000
226,2023-03-06 10:00:00,22406.59000000,22434.00000000,22385.12000000,22392.74000000,5121.62517000
227,2023-03-06 11:00:00,22392.74000000,22450.00000000,22356.08000000,22413.23000000,8219.82713000
228,2023-03-06 12:00:00,22413.23000000,22421.30000000,22364.07000000,22403.68000000,6645.55743000
229,2023-03-06 13:00:00,22403.09000000,22414.00000000,22371.00000000,22399.78000000,6252.80739000
230,2023-03-06 14:00:00,22399.78000000,22402.63000000,22355.00000000,22379.57000000,7025.94946000
231,2023-03-06 15:00:00,22379.95000000,22413.54000000,22357.08000000,22397.42000000,6275.93365000
232,2023-03-06 16:00:00,22397.72000000,22487.99000000,22387.01000000,22439.77000000,10229.51494000
233,2023-03-06 17:00:00,22440.32000000,22483.92000000,22403.20000000,22450.00000000,11368.76483000
234,2023-03-06 18:00:00,22449.46000000,22602.19000000,22432.07000000,22553.42000000,16288.43096000
235,2023-03-06 19:00:00,22554.43000000,22586.98000000,22465.60000000,22524.46000000,13401.27685000
236,2023-03-06 20:00:00,22524.46000000,22536.07000000,22470.89000000,22481.63000000,7812.16565000
237,2023-03-06 21:00:00,22481.63000000,22539.68000000,22465.00000000,22504.09000000,8130.25619000
238,2023-03-06 22:00:00,22504.08000000,22512.72000000,22358.00000000,22393.35000000,15939.35736000
239,2023-03-06 23:00:00,22393.35000000,22416.41000000,22331.00000000,22352.17000000,9704.53262000
240,2023-03-07 00:00:00,22352.17000000,22439.99000000,22320.01000000,22408.53000000,6259.16469000
241,2023-03-07 01:00:00,22408.53000000,22450.00000000,22407.08000000,22433.65000000,4722.66921000
242,2023-03-07 02:00:00,22433.65000000,22446.09000000,22390.07000000,22410.00000000,6363.77691000
243,2023-03-07 03:00:00,22409.41000000,22428.00000000,22377.69000000,22415.92000000,6254.62047000
244,2023-03-07 04:00:00,22415.54000000,22508.88000000,22411.80000000,22484.80000000,8865.01381000
245,2023-03-07 05:00:00,22484.80000000,22509.99000000,22452.48000000,22497.86000000,5734.12894000
246,2023-03-07 06:00:00,22497.87000000,22557.91000000,22445.22000000,22460.54000000,7212.57315000
247,2023-03-07 07:00:00,22460.99000000,22479.80000000,22453.98000000,22474.36000000,4032.26352000
248,2023-03-07 08:00:00,22474.36000000,22479.85000000,22443.73000000,22460.67000000,4659.12544000
249,2023-03-07 09:00:00,22460.09000000,22461.31000000,22408.09000000,22438.52000000,6458.64388000
250,2023-03-07 10:00:00,22438.07000000,22453.90000000,22410.24000000,22419.71000000,5882.30757000
251,2023-03-07 11:00:00,22420.29000000,22426.65000000,22395.05000000,22420.18000000,6693.99498000
252,2023-03-07 12:00:00,22420.53000000,22426.17000000,22345.49000000,22381.17000000,10907.27660000
253,2023-03-07 13:00:00,22381.17000000,22432.60000000,22367.30000000,22372.85000000,8537.41518000
254,2023-03-07 14:00:00,22372.85000000,22398.11000000,22321.00000000,22351.02000000,9399.60950000
255,2023-03-07 15:00:00,22351.02000000,22410.20000000,22335.36000000,22399.07000000,8470.94616000
256,2023-03-07 16:00:00,22399.07000000,22410.00000000,22354.10000000,22363.89000000,8071.28679000
257,2023-03-07 17:00:00,22363.53000000,22383.58000000,22200.32000000,22309.18000000,21090.97003000
258,2023-03-07 18:00:00,22309.18000000,22489.88000000,21927.00000000,22320.90000000,59648.47568000
259,2023-03-07 19:00:00,22321.98000000,22394.08000000,22192.84000000,22238.77000000,21822.97104000
260,2023-03-07 20:00:00,22238.77000000,22360.00000000,22224.96000000,22309.28000000,15164.53002000
261,2023-03-07 21:00:00,22308.25000000,22331.49000000,22160.64000000,22199.96000000,13467.03162000
262,2023-03-07 22:00:00,22198.49000000,22249.98000000,22054.92000000,22124.77000000,11681.71560000
263,2023-03-07 23:00:00,22125.99000000,22145.29000000,21996.00000000,22054.51000000,19088.27298000
264,2023-03-08 00:00:00,22055.64000000,22116.66000000,21943.00000000,22056.26000000,12708.13147000
265,2023-03-08 01:00:00,22055.95000000,22122.22000000,21981.64000000,22105.65000000,7923.57217000
266,2023-03-08 02:00:00,22105.65000000,22230.51000000,22075.51000000,22197.96000000,8744.93252000
267,2023-03-08 03:00:00,22198.56000000,22287.00000000,22190.32000000,22245.86000000,9321.72502000
268,2023-03-08 04:00:00,22245.86000000,22256.66000000,22136.84000000,22173.70000000,7768.19630000
269,2023-03-08 05:00:00,22174.57000000,22211.30000000,22158.37000000,22177.00000000,5678.44763000
270,2023-03-08 06:00:00,22177.00000000,22191.73000000,22084.30000000,22152.52000000,7387.15207000
271,2023-03-08 07:00:00,22152.52000000,22167.73000000,22105.18000000,22141.79000000,5712.12814000
272,2023-03-08 08:00:00,22141.79000000,22147.73000000,21840.13000000,21954.98000000,19927.47105000
273,2023-03-08 09:00:00,21954.31000000,22051.62000000,21930.20000000,22025.63000000,12447.40555000
274,2023-03-08 10:00:00,22025.63000000,22039.15000000,21961.17000000,21971.03000000,8984.56836000
275,2023-03-08 11:00:00,21971.83000000,22034.16000000,21944.55000000,21989.14000000,10047.60801000
276,2023-03-08 12:00:00,21989.14000000,22030.00000000,21974.50000000,22012.75000000,8151.38201000
277,2023-03-08 13:00:00,22012.75000000,22144.20000000,22001.00000000,22111.25000000,13368.51293000
